Fecha,Descripción,Mano de obra (€),Tipo,Marca
2024-08-19,iphone 13 telefono mojado 69€ sin gatantia pieza 69€,69.00€,Mojado/humedad,Apple
2024-08-19,POCO M4 PRO CAMBIO PANTALLA COMPATIBLE 55€ 33€,55.00€,Cambio pantalla,Otras
2024-08-17,"iphone 12 no carga, si es cam,bio de bateria 79€ 69€",79.00€,Cambio batería,Apple
2024-08-17,REDMI NOTE 11S CAMBIO DE PANTLLA COMPATIBLE 55€. 33€,55.00€,Otros,Xiaomi/Redmi
2024-08-17,samsung a52 cambio bateria service pack 65€ 45€,65.00€,Cambio batería,Samsung
2024-08-17,iphone 12 CAMBIO DE PANTALLA COMPATIBLE 99€. TA 49€,99.00€,Cambio pantalla,Apple
2024-08-17,"iphone 12 NO INICIA, PRESUPUESTO INCIAL POR CAMBIO 49€",49.00€,Otros,Apple
2024-08-16,iphone x CAMBIO DEBATERÍA COMPATIBLE 49€. DEJ 20€,49.00€,Cambio batería,Apple
2024-08-16,NOTE 8 PRO CAMBIO DE PANTALLA COMPATIBLE 55€ 30€,55.00€,Cambio pantalla,Samsung
2024-08-16,IPHONE 6 cambio pantalla 39€ conservamos presup 20€,39.00€,Cambio pantalla,Apple
2024-08-16,samasung A51 no le carga nada 45€ si es conector 45€,45.00€,Puerto carga/conector,Otras
2024-08-16,IPHPONE XR CAMBIO PANTALLA COMPATIBLE 85€ 20€,85.00€,Cambio pantalla,Otras
2024-08-16,REDMI 12C CAMBIO DE PANTALLA COMPATIBLE 55€. 37€,55.00€,Cambio pantalla,Xiaomi/Redmi
2024-08-16,PORTATIL HP CAMBIO PUERTO DE CARGA 69€. TIENE GOL 59€,69.00€,Puerto carga/conector,Otras
2024-08-14,s8 el cliente trae dos telefonos quiere pon 25€,25.00€,Otros,Samsung
2024-08-14,xioami 11t cambio pantalla calidad premium 95€ ll 39€,95.00€,Cambio pantalla,Xiaomi/Redmi
2024-08-14,"REDMI NOTE 12 NO CARGA NI ENCIENDE, PRESUPUESTO INCIAL 49€",49.00€,Otros,Xiaomi/Redmi
2024-08-14,"A52 REALIZAR MANTENIMIENTO DE MOJADO 69€, 69€",69.00€,Mojado/humedad,Samsung
2024-08-13,IPHONE X CAMBIO DE BATERÍA COMPATIBLE 49€. 20€,49.00€,Cambio batería,Apple
2024-08-13,"IPHONE 11 SE OYE MUY FLOJO, PROBAR LIMPIEZA 15€ 15€",15.00€,Limpieza,Apple
2024-08-13,spc graviti 3 tactil roto 55€ 45€,55.00€,Otros,Otras
2024-08-12,S23 ULTRA CAMBIO PANTALLA SERVICE PACK 269€ 69€,269.00€,Cambio pantalla,Samsung
2024-08-12,honor 8 el boton de encendido no funciona 35€ 35€,35.00€,Otros,Huawei/Honor
2024-08-12,"garmin vivoactive 4s no enciende, revisar y mandar presupuest 49€",49.00€,Otros,Otras
2024-08-12,A03 CAMBIO DE PUERTO DE CARGA 35€. DEJA 35€,35.00€,Puerto carga/conector,Samsung
2024-08-12,"redmi 10c NO ENCIENDE EL TELEFONO, PRESUPUESTO INC 39€",39.00€,Otros,Xiaomi/Redmi
2024-08-12,realme 10 cambio pantalla compatible 69€ 44€,69.00€,Cambio pantalla,Oppo/Realme
2024-08-12,IPHONE 11 CAMBIO DE PANTALLA COMPATIBLE 85€. TA 20€,85.00€,Cambio pantalla,Apple
2024-08-12,"redmi note 9 limpieza conector, revisar que coja carg 15€",15.00€,Puerto carga/conector,Xiaomi/Redmi
2024-08-12,REALME C30 CAMBIO DE PANTALLA COMPATIBLE 55€. SI 35€,55.00€,Cambio pantalla,Oppo/Realme
2024-08-08,OPPO A53S LIMPIEZA PUERTO DE CARGA 15€. SE LE H 15€,15.00€,Puerto carga/conector,Oppo/Realme
2024-08-08,REDMI NOTE 5 CAMBIO DE PUERTO DE CARGA 35€. 35€,35.00€,Puerto carga/conector,Xiaomi/Redmi
2024-08-08,"HONOR 90 SMART CAMBIO PANTALLA 59 EUROS, RESERVADA, AVI 32€",32.00€,Cambio pantalla,Huawei/Honor
2024-08-08,S10 PLUS CAMBIO PUERTO DE CARGA 55€. PROBLEMA 55€,55.00€,Puerto carga/conector,Samsung
2024-08-08,A32 4G CAMBIO DE PANTALLA SERVICE PACK 85€. 32€,85.00€,Cambio pantalla,Samsung
2024-08-08,HUAWEI WATCH GT2 46 MM CAMBIO DE PANTALLA COMPATIBLE 49€. PA 30€,49.00€,Cambio pantalla,Huawei/Honor
2024-08-07,"IPHONE 12 TELEFONO MOJADO, 69 EUROS LIMPIEZA. SI E 89€",89.00€,Limpieza,Apple
2024-08-07,"IPHONE 11 pantalla no da imagen. revisar garantia, 20€",20.00€,Otros,Apple
2024-08-07,iphone 11 cambio pantalla compatible 85€. marcos 60€,85.00€,Cambio pantalla,Apple
2024-08-07,a50 cambio pantalla comaptible 69€ 36€,69.00€,Cambio pantalla,Samsung
2024-08-07,"REDMI 10 CAMBIO DE PANTALLA COMPATIBLE 59€, CAM 41€",59.00€,Cambio pantalla,Xiaomi/Redmi
2024-08-07,POCO X3 PRO CAMBIO DE PANTALLA SERVICE PACK ORIGINAL 34€,34.00€,Cambio pantalla,Otras
2024-08-07,iphone 11 pro max telefono mojado en agua de mar. 69€ si 154€,69.00€,Mojado/humedad,Apple
2024-08-06,"iphone 11 PRO MANTENIMIENTO DE MOJADO 69€, SI ES MAS 20€",69.00€,Mojado/humedad,Apple
2024-08-05,REDMI NOTE 13 CAMBIO DE PANTALLA COMPATIBLE 69€. AV 30€,69.00€,Cambio pantalla,Xiaomi/Redmi
2024-08-05,samsung a50 limpieza de conector 15€ no entra bien 15€,15.00€,Puerto carga/conector,Samsung
2024-08-05,A04S CAMBIO DE PANTALLA COMPATIBLE 55€. 40€,55.00€,Cambio pantalla,Samsung
2024-08-05,a30s pantalla rota 55€ 36€,55.00€,Otros,Samsung
2024-08-05,"a22 4g CAMBIO DE TAPA TRASERA 29€, DEJA 20€ 25€",29.00€,Tapa trasera,Samsung
2024-08-05,"SAMSUNG A12 NEGRO CAMBIO DE PANTALLA 55 EUROS, PARA LAS 19 38€",38.00€,Cambio pantalla,Samsung
2024-08-05,TCL 306 CAMBIO DE PANTALLA COMPATIBLE 55€. SE 39€,55.00€,Cambio pantalla,Otras
2024-08-05,kobo CAMBIO PUERTO DE CARGA 35€. 35€,35.00€,Puerto carga/conector,Otras
2024-08-05,j530 no tiene boton power 29€ 29€,29.00€,Otros,Samsung
2024-08-05,A04S CAMBIO DE PANTALLA COMPATIBLE 55€. PE 42€,55.00€,Cambio pantalla,Samsung
2024-08-05,IPHONE 12 CAMBIO BATERIA 75E HACE SALTOS EN LA CAR 59€,59.00€,Cambio batería,Apple
2024-08-03,"A52 NO CARGA NI DA IMAGEN TRAS UNA CAIDA, PR 29€",29.00€,Otros,Samsung
2024-08-03,"SAMSUNG S21 TELEFONO MOJADO EN AGUA DE MAR, ESTA FUN 69€",69.00€,Mojado/humedad,Samsung
2024-08-03,IPHONE 12 CAMBIO DE PANTALLA COMPATIBLE OLED 135€ 49€,135.00€,Cambio pantalla,Apple
2024-08-03,xiaomi a1 CAMBIO DE PUERTO DE CARGA 35€. 35€,35.00€,Puerto carga/conector,Xiaomi/Redmi
2024-08-03,IPHONE 11 PRO MAX CAMBIO DE PANTALLA COMPATIBLE 95€. TI 20€,95.00€,Cambio pantalla,Apple
2024-08-02,IPHONE 11 CAMBIO DE PANTALLA COMPATIBLE 85€. LA 20€,85.00€,Cambio pantalla,Apple
2024-08-02,"IPHONE 13 NO CARGA, SI ES MANTENIMIENTO 15€ 15€",15.00€,Otros,Apple
2024-08-02,NOTE 20 ULTRA CAMBIO PANTALLA SERVICE PACK 299€. TA 81€,299.00€,Cambio pantalla,Samsung
2024-08-02,"P30 LITE LIMPIEZA AURICULAR, MICROFONO ETC 19€. 19€",19.00€,Limpieza,Huawei/Honor
2024-08-02,IPHONE 11 CAMBIO DE PANTALLA Y TAPA TRASERA 160€ 109€,160.00€,Cambio pantalla,Apple
2024-08-02,altavoz cambio pulsador 29€ 29€,29.00€,Otros,Otras
2024-08-01,a22 5g REMONTAJE 25€. A LA PANTALLA LE FALTA 25€,25.00€,Otros,Samsung
2024-08-01,"a33 5g CAMBIO DE PANTALLA COMPATIBLE 55€, LE 38€",55.00€,Cambio pantalla,Samsung
2024-08-01,REDMI NOTE 11 PRO TELEFONO MUY MOJADO EN AGUA DULCE 65€ 65€,65.00€,Mojado/humedad,Xiaomi/Redmi
2024-08-01,a32 5g CAMBIO DE PANTALLA COMPATIBLE 55€. TA 41€,55.00€,Cambio pantalla,Samsung
2024-08-01,S20 PLUS 5g cambio de pantalla y bateria 234€ ser 34€,234.00€,Cambio pantalla,Samsung
2024-08-01,A15 CAMBIO DE PANTALLA COMPATIBLE 59€. 39€,59.00€,Cambio pantalla,Samsung
2024-08-01,MEDIAPAD T5 CAMBIO DE PANTALLA COMPATIBLE 85€. FA 45€,85.00€,Cambio pantalla,Otras
2024-08-01,"TAB X306F LENOVO CAMBIO DE PANTALLA COMPATIBLE 85€, DEJ 47€",85.00€,Cambio pantalla,Otras
2024-08-01,"IPHONE 13 PRO MAX LIMPIEZA DE ALTAVOZ, PUERTO Y MICROFONO 19€",19.00€,Puerto carga/conector,Apple
2024-08-01,REDMI NOTE 5 CAMBIO PANTALLA 55€ 37€,55.00€,Cambio pantalla,Xiaomi/Redmi
2024-08-01,samsung s21 cambio pantalla compatible 89€ no func 39€,89.00€,Cambio pantalla,Samsung
2024-08-01,SAMSUNG NOTE 10 LITE CAMBIO PANTALLA SERVICE PACK 169€ SE P 31€,169.00€,Cambio pantalla,Samsung
2024-08-01,iphone 14 pro cambio cristal camara 39€ avisar caund 35€,39.00€,Otros,Apple
2024-07-31,mate 20 lite cambio pantalla compatible 55€. marco 31€,55.00€,Cambio pantalla,Huawei/Honor
2024-07-31,iphone 11 cambio pantalla compatible 85€ 20€,85.00€,Cambio pantalla,Apple
2024-07-31,redmi note 12 cambio pantalla compatible Oled 75€ no 33€,75.00€,Cambio pantalla,Xiaomi/Redmi
2024-07-31,MANDO COLOCAR 2 PULSADORES 29€. DEJA LA PLA 29€,29.00€,Otros,Otras
2024-07-31,iphone 11 cambio pantalla compatible 85€ 20€,85.00€,Cambio pantalla,Apple
2024-07-31,IPHONE X CAMBIO DE AURICULAR Y ALTAVOZ 79€. TI 89€,79.00€,Otros,Apple
2024-07-30,IPHONE 11 CAMBIO DE PANTALLA 85€. 20€,85.00€,Cambio pantalla,Apple
2024-07-30,S21 ULTRA CAMBIO DE BATERÍA SEVICE PACK 65€. L 35€,65.00€,Cambio batería,Samsung
2024-07-30,xioami 11t cambiar tapa que trae el cliente 15€ 15€,15.00€,Tapa trasera,Xiaomi/Redmi
2024-07-30,iphone 11 pro cambio bateria compatible 65€ se le ha 20€,65.00€,Cambio batería,Apple
2024-07-30,s22 ultra cambio pantalla service pack con marco b 40€,40.00€,Cambio pantalla,Samsung
2024-07-30,SAMSUNG S10 SE LE HA CAIDO EL BOTON DE ENCEDER 25€ 25€,25.00€,Otros,Samsung
2024-07-29,"iphone 12 pro max limpieza auricular , altavoz y conector 19€",19.00€,Puerto carga/conector,Apple
2024-07-29,IPHONE 11 CAMBIO DE BATERIA COMPATIBLE 55€. D 20€,55.00€,Cambio batería,Apple
2024-07-29,S22 EL AUDIO NO SE ESCUCHA BIEN 45€ CAMBIO 40€,45.00€,Otros,Samsung
2024-07-29,poco x3 telefono mojado 69€ sin garantia pieza 77€,69.00€,Mojado/humedad,Otras
2024-07-29,t510 pantalla despegada no da imagen si hay q 25€,25.00€,Otros,Otras
2024-07-29,iphone 11 cambio cristal camara 39€ 39€,39.00€,Otros,Apple
2024-07-27,mi 11 lite boton de encendido no funciona. 39€ 34€,39.00€,Otros,Xiaomi/Redmi
2024-07-27,note 9s cambio pantalla compatible 59€ se pone 39€,59.00€,Cambio pantalla,Samsung
2024-07-27,a14 se ha quemado el conector y ha salido hu 49€,49.00€,Puerto carga/conector,Samsung
2024-07-27,REDMI NOTE 8 PRO CAMBIO DE PANTALLA COMPATIBLE 59€. 59€,59.00€,Cambio pantalla,Xiaomi/Redmi
2024-07-27,"P20 PRO TELEFONO SE COMPRA BLOQUEADO POR 15€, 10€",15.00€,Otros,Otras
2024-07-26,samsung a54 se han propbado vaias pantallas y no fun 33€,33.00€,Otros,Samsung
2024-07-26,REDMI 12 CAMBIO DE PANTALLA COMPATIBLE 55€. 35€,55.00€,Cambio pantalla,Xiaomi/Redmi
2024-07-26,A22 5G BOTON DE ENCENDIDO NO FUNCIONA 39€ LA 39€,39.00€,Otros,Samsung
2024-07-26,J7 2017 CAMBIO PANTALLA COMNPATIBLE 55€ DEJA P 29€,55.00€,Cambio pantalla,Samsung
2024-07-26,"IPHONE 12 NO ESCUCHA BIEN, LIMPIEZA DE AURICULAR 1 60€",60.00€,Limpieza,Apple
2024-07-26,"realme note 50 CAMBIO DE PANTALLA COMPATIBLE 55€, DEJ 35€",55.00€,Cambio pantalla,Oppo/Realme
2024-07-26,REALME C21Y CAMBIO PANTALLA COMPATIBLE CON MARCO (ES 36€,36.00€,Cambio pantalla,Oppo/Realme
2024-07-25,OPPO FIND X3 LITE CAMBIO PANTALLA COMPATIBLE 55€ NO FUNC 35€,55.00€,Cambio pantalla,Oppo/Realme
2024-07-25,"iphone 11 restaurar de fabrica 29€, no sabe si t 29€",29.00€,Otros,Apple
2024-07-25,iphone x LIMPIEZA PUERTO DE CARGA 15€. 15€,15.00€,Puerto carga/conector,Apple
2024-07-25,samsung A21S cambio pantalla 55€ 36€,55.00€,Cambio pantalla,Samsung
2024-07-24,a12 CAMBIO DE PANTALLA COMPATIBLE 55€. 40€,55.00€,Cambio pantalla,Samsung
2024-07-24,galaxy note 8 cambio pantalla service pack 195+ 29 tap 54€,54.00€,Cambio pantalla,Otras
2024-07-24,redmi 12c cambio pantalla compatible 55€ 40€,55.00€,Cambio pantalla,Xiaomi/Redmi
2024-07-23,a40 cambio pantalla 69€ la camara frontal 84€,69.00€,Cambio pantalla,Samsung
2024-07-23,iphone 12 SE LE HA DESPEGADO LA PANTALLA REVISAR 39€,39.00€,Otros,Apple
2024-07-23,NOTE 11 PRO 5G CAMBIO PANTALLA PREMIUM 79€ PIERDE SEN 30€,79.00€,Cambio pantalla,Samsung
2024-07-23,a7 2018 pegar tapa trasera 15€ 15€,15.00€,Tapa trasera,Samsung
2024-07-23,iphone XR cambio pantalla compatible 85€ tapa tr 20€,85.00€,Cambio pantalla,Apple
2024-07-18,IPHONE SE MANTENIMIENTO CONECTOR 15€ 15€,15.00€,Puerto carga/conector,Apple
2024-07-18,"IPHONE XS MAX 512 GB TELEFONO COMPRADO, PONER A PUNTO 40€",40.00€,Otros,Apple
2024-07-18,"HONOR X6 CAMBIO PANTALLA 55 EUROS, CLIENTE DEJA P 40€",40.00€,Cambio pantalla,Huawei/Honor
2024-07-17,S20 FE PANTALLA DESPEGADA 29€. NO DEJA LA CLA 29€,29.00€,Otros,Samsung
2024-07-17,MATE 20 LITE CAMBIO DE PANTALLA COMPATIBLE 55€. 31€,55.00€,Cambio pantalla,Huawei/Honor
2024-07-17,POCO X3 CAMBIO PANTALLA SERVICE PACK 69€ LA HU 69€,69.00€,Cambio pantalla,Otras
2024-07-16,"ONE PLUS 8T CAMBIO DE BATERIA, PRESUPUESTO 59 € 2 40€",59.00€,Cambio batería,Otras
2024-07-16,REDMI A2 CAMBIO DE PANTALLA COMPATIBLE 55€. TA 36€,55.00€,Cambio pantalla,Xiaomi/Redmi
2024-07-16,ZTE A5 2020 CAMBIO PUERTO DE CARGA 39€. 39€,39.00€,Puerto carga/conector,Otras
2024-07-16,zte pasar datos de Zte a Samsung 29 € 29€,29.00€,Otros,Samsung
2024-07-15,IPHONE X CAMBIO DE PANTALLA COMPATIBLE 75€. FA 20€,75.00€,Cambio pantalla,Apple
2024-07-15,IPHONE XR CAMBIO DE PANTALLA COMPATIBLE 85€. 20€,85.00€,Cambio pantalla,Apple
2024-07-15,IPHONE 12 CAMBIO DE TAPA TRASERA COLOR BLANCO TRA 75€,75.00€,Tapa trasera,Apple
2024-07-15,"APPLE WATCH SE 40 MM RELOJ NO LOGRA INICIAR, PRESPUESTO INICI 42€",42.00€,Otros,Otras
2024-07-15,REDMI NOTE 8T CAMBIO PUERTO DE CARGA 49€. 49€,49.00€,Puerto carga/conector,Xiaomi/Redmi
2024-07-13,"POCO X3 REVISAR, NO CARGA, VIENE DE ELCHE. 39€",39.00€,Otros,Otras
2024-07-13,iphone 11 PARA ARREGLO DE PANTALLA 85€ Y TAPA TR 85€,85.00€,Tapa trasera,Apple
2024-07-13,"IPHONE 6S CAMBIO DE PANTALLA, MOVIL BASTANTE GOLPE 20€",20.00€,Cambio pantalla,Apple
2024-07-13,REDMI NOTE 9 LIMPIEZA DE AURICULAR 15€ 29€,15.00€,Limpieza,Xiaomi/Redmi
2024-07-13,PIEZA DE LUZ VENTILADOR SOLDADURA MINIMA 19€. 19€,19.00€,Otros,Otras
2024-07-12,REALME 10 CAMBIO DE PANTALLA COMPATIBLE 65€. 30€,65.00€,Cambio pantalla,Oppo/Realme
2024-07-12,sony no arranca. trae cargador. antes se ence 89€,89.00€,Otros,Otras
2024-07-12,"POCO C65 TELEFONO MOJADO, 69E SIN GARANTIA Y PIEZ 69€",69.00€,Mojado/humedad,Otras
2024-07-12,redmi note 9 redmi note 9 poner a punto para sacar a 40€,40.00€,Otros,Xiaomi/Redmi
2024-07-12,redmi 9 poner a punto para sacr a la venta 40€,40.00€,Otros,Xiaomi/Redmi
2024-07-12,redmi note 5 poner a punto 25€,25.00€,Otros,Xiaomi/Redmi
2024-07-12,redmi 9a poner a punto 15€,15.00€,Otros,Xiaomi/Redmi
2024-07-12,CAMARA SOLDAR 15€. 15€,15.00€,Otros,Otras
2024-07-11,portatil hp no enciende. revisar y mandar presupuest 20€,20.00€,Otros,Otras
2024-07-11,"iphone 12 NO CARGA CORRECTAMENTE, REALIZAR LIMPIEZ 15€",15.00€,Otros,Apple
2024-07-11,REALME 5 PRO CAMBIO DE PANTALLA PRESUPUESTO DE 55€ 39€,55.00€,Cambio pantalla,Oppo/Realme
2024-07-11,A02S 5G CAMBIO DE PANTALLA PRESUPUESTO DE 59€ 34€,59.00€,Cambio pantalla,Samsung
2024-07-11,iphone 11 VIENE CON FALLO CAMARA TRASERA NO FUNCIO 34€,34.00€,Otros,Apple
2024-07-11,iphone 11 CAMBIO DE PANTALLA PRESUPUESTO DE 75€ 20€,75.00€,Cambio pantalla,Apple
2024-07-11,REALME C55 CAMBIO DE PANTALLA COMPATIBLE 55€. 37€,55.00€,Cambio pantalla,Oppo/Realme
2024-07-11,NOTE 10 PLUS CAMBIO DE PANTALLA SERVICE PACK 259€. 30€,259.00€,Cambio pantalla,Samsung
2024-07-10,A12 CAMBIO DE PANTALLA COMPATIBLE 55€. 38€,55.00€,Cambio pantalla,Samsung
2024-07-10,"RELOJ GARMIN DEJA RELOJ NO INCIA, TAMBIEN DEJA EL CAB 49€",49.00€,Otros,Otras
2024-07-10,iphone 11 LIMPIEZA AURICULAR 15€. 15€,15.00€,Limpieza,Apple
2024-07-10,IPHONE 11 PRO MAX CAMBIO DE PANTALLA PRESUPUESTO 95€ MO 20€,95.00€,Cambio pantalla,Apple
2024-07-10,yestel cambio tactil 59€ avisar si sube el pr 48€,59.00€,Otros,Otras
2024-07-10,A51 CAMBIO DE PANTALLA COMPATIBLE INCELL 55€ 40€,55.00€,Cambio pantalla,Samsung
2024-07-09,P SMART PLUS CAMBIO DE PANTALLA COMPATIBLE PRESUPUE 37€,37.00€,Cambio pantalla,Otras
2024-07-08,IPHONE SE CAMBIO DE PANTALLA COMPATIBLE 45€ 20€,45.00€,Cambio pantalla,Apple
2024-07-08,"redmi 9c el cliente comenta que no carga bien, lo 69€",69.00€,Otros,Xiaomi/Redmi
2024-07-08,IPHONE X CAMBIO DE PANTALLA COMPATIBLE 75€. 20€,75.00€,Cambio pantalla,Apple
2024-07-08,redmi note 9 pro CAMBIO DE PANTALLA COMPATIBLE 55€. 35€,55.00€,Cambio pantalla,Xiaomi/Redmi
2024-07-08,IPHONE 12 MIN MOVIL MOJADO EN AGUA DE PISCINA EN TEORI 47.1€,47.10€,Mojado/humedad,Apple
2024-07-08,IPHONE 11 CAMBIO DE PANTALLA COMPATIBLE PRESUPUEST 49€,49.00€,Cambio pantalla,Apple
2024-07-08,MOTO E6I PRESUPUESTO DE 35€ POR CAMBIO DE PUERT 35€,35.00€,Otros,Otras
2024-07-06,NOTE 10+ CAMBIO PANTALLA SERVICE PACK 259€ TAPA 40€,259.00€,Cambio pantalla,Samsung
2024-07-06,IPHONE 12 CAMBIO DE PANTALLA Y BATERÍA 178€. 49€,178.00€,Cambio pantalla,Apple
2024-07-06,IPHONE 12 CAMBIO DE BATERIA Y REMONTAJE DE PANTALL 64€,64.00€,Cambio batería,Apple
2024-07-06,IPHONE 11 CAMBIO DE CRISTAL CAMARA TRASERA 29€. 29€,29.00€,Otros,Apple
2024-07-06,IPHONE 8 CAMBIO PANTALLA COMPATIBLE 45€ AVISAR 20€,45.00€,Cambio pantalla,Apple
2024-07-06,iphone 11 CAMBIO DE PANTALLA COMPATIBLE 85€. 20€,85.00€,Cambio pantalla,Apple
2024-07-05,S20 FE CAMBIO DE TAPA TRASERA 35€. 30€,35.00€,Tapa trasera,Samsung
2024-07-05,NOTE 10 PLUS CAMBIO FLEX PUERTO DE CARGA 49€. DEJA 49€,49.00€,Puerto carga/conector,Samsung
2024-07-05,A9+/A25S 5G PASAR LOS DATOS DE UN TELEFONO A OTRO 29 29€,29.00€,Otros,Samsung
2024-07-05,OPPO A52 CAMBIO DE PANTALLA COMPATIBLE 55€. 40€,55.00€,Cambio pantalla,Oppo/Realme
2024-07-03,s22 limpieza de conector 15€ 15€,15.00€,Puerto carga/conector,Samsung
2024-07-03,S20FE CAMBIO PANTALLA SERVICE PACK 115€ 35€,115.00€,Cambio pantalla,Samsung
2024-07-03,P SMART 2019 BATERIA HINCHADA 39€ PONER PROTECTOR 5 30€,39.00€,Cambio batería,Otras
2024-07-03,"spc CAMBIO PUERTO DE CARGA 29€, DEJA EL TE 29€",29.00€,Puerto carga/conector,Otras
2024-07-03,"SAMSUNG A21S NO FUNCIONA EL ALTAVOZ, PRESUPUESTO MINI 34€",34.00€,Otros,Samsung
2024-07-02,IPHONE X EL TELEFONO VIENE ABIERTO CON LA PANTALL 40€,40.00€,Otros,Apple
2024-07-02,IPHONE XS #ERROR! 20€,20.00€,Otros,Apple
2024-07-02,IPHONE 12 PRO MAX LIMPIEZA DE AURICULAR 15€. 15€,15.00€,Limpieza,Apple
2024-07-02,poco f3 CAMBIAR EL BOTON 19€. SI ES POSIBLE C 19€,19.00€,Otros,Otras
2024-07-02,TECLAS CAMBIO DE CRISTAL 55€. COLOCAR CRISTA 38€,55.00€,Otros,Otras
2024-07-02,apple watch se 44mm cambio de pantalla 149e no se puede volv 49€,49.00€,Cambio pantalla,Otras
2024-07-02,"REDMI NOTE 11S EL BOTON POWER SE CALIENTA, 45€ CAMBIO 40€",45.00€,Otros,Xiaomi/Redmi
2024-07-01,OPPO A74 5G cambio pantalla compatible 55€ no func 35€,55.00€,Cambio pantalla,Oppo/Realme
2024-07-01,mi 8 limpiar camara trasera 29€ las dos 29€,29.00€,Otros,Xiaomi/Redmi
2024-07-01,iphone 11 cambio pantalla compatible 85€ tapa ro 20€,85.00€,Cambio pantalla,Apple
2024-07-01,A51 CAMBIO DE ALTAVOZ 39€. VIENE CON LA T 79€,39.00€,Otros,Samsung
2024-06-29,iphone 11 cambio pantalla compatible 85€ tapa tr 35€,85.00€,Cambio pantalla,Apple
2024-06-29,IPHONE 12 CAMBIO PANTALLA COMPATIBLE 99€+ LIMPIE 59€,99.00€,Cambio pantalla,Apple
2024-06-29,11 PRO MAX LIMPIEZA COMPLETA 15€ 15€,15.00€,Limpieza,Otras
2024-06-29,vivo y35 cambio pantalla compatible 55e no funcio 36€,36.00€,Cambio pantalla,Otras
2024-06-29,REDMI 9A CAMBIO DE PANTALLA COMAPTIBLE 55€. 41€,55.00€,Cambio pantalla,Xiaomi/Redmi
2024-06-29,iphone xr telefono de desguace para sacar a la ven 75€,75.00€,Otros,Apple
2024-06-29,M52 5G EL ALTAVOZ SE PUEDE HABER HUMEDECIDO Y N 35€,35.00€,Otros,Samsung
2024-06-28,"IPHONE 13 PRO MAX LIMPIEZA 15€, AURICULAR ALTAVOZ Y MICR 15€",15.00€,Limpieza,Apple
2024-06-28,"IPHONE 13 PRO MAX CAMBIO DE CRISTAL CAMARA TRASERA, SABE Q 35€",35.00€,Otros,Apple
2024-06-28,"SAMSUNG A52 CAMBIO CONECTOR 49€, LA CAMARA DE ATRA 68€",49.00€,Puerto carga/conector,Samsung
2024-06-28,"redmi 9 viene como pantalla despegada, si se pue 33€",33.00€,Otros,Xiaomi/Redmi
2024-06-27,redmi 9c pantalla 49€ 35€,49.00€,Otros,Xiaomi/Redmi
2024-06-27,redmi 9 sensor de proximidad y bateria 49€ si 43€,49.00€,Cambio batería,Xiaomi/Redmi
2024-06-26,IPHONE 7+ CAMBIO DE BATERÍA COMPATIBLE 35€. 20€,35.00€,Cambio batería,Apple
2024-06-26,"REDMI NOTE 10 NO CARGA, 49€ CAMBIO DE CONECTOR 49€",49.00€,Puerto carga/conector,Xiaomi/Redmi
2024-06-26,redmi 9c loa pantlla esta roTa 49€ 35€,49.00€,Otros,Xiaomi/Redmi
2024-06-26,redmi 9 pantalla 55€ 33€,55.00€,Otros,Xiaomi/Redmi
2024-06-26,vivo pegar pantalla 30€ 30€,30.00€,Otros,Otras
2024-06-26,redmi 9c pantalla en negro 49€ 35€,49.00€,Otros,Xiaomi/Redmi
2024-06-26,redmi 9 cambio pantalla compatible 55€ 33€,55.00€,Cambio pantalla,Xiaomi/Redmi
2024-06-26,OPPO A54 5G CAMBIO DE PANTALLA COMPATIBLE 55€. 35€,55.00€,Cambio pantalla,Oppo/Realme
2024-06-26,NOTE 12 LIMPIEZA COMPLETA 15€ 15€,15.00€,Limpieza,Samsung
2024-06-25,mfiso b1 buscar pieza y manadr presupuesto 49€,49.00€,Otros,Otras
2024-06-25,samsung a12 no funcniona microfono 45€ 45€,45.00€,Otros,Samsung
2024-06-25,iphone 11 limpieza 15€ esta restaurado 15€,15.00€,Limpieza,Apple
2024-06-25,"iphone 8 se reinicicia si es bateria 35€, piezz 20€",35.00€,Cambio batería,Apple
2024-06-22,"IPHONE 8 PLUS NO ENCIENDE, SE CONECTA AL CARGADOR Y SO 40€",40.00€,Otros,Apple
2024-06-22,vivo y21 CAMBIO PANTALLA COMPATIBLE 55€ TAPA TR 37€,55.00€,Cambio pantalla,Otras
2024-06-21,CAMARA SOLDAR 15€. 15€,15.00€,Otros,Otras
2024-06-21,TCL 30SE CAMBIO PANTALLA COMPATIBLE 55€ NO TIEN 39€,55.00€,Cambio pantalla,Otras
2024-06-21,"ipad 6 gen CAMBIO DE BATERIA COMPATIBLE 49€, TIEN 34€",49.00€,Cambio batería,Otras
2024-06-20,"IPHONE 12 MINI CAMBIO DE CAMARA TRASERA 79€, DEJA 20€ 40€",79.00€,Otros,Apple
2024-06-20,camara soldar 15€ 15€,15.00€,Otros,Otras
2024-06-20,"iphone 13 mini se quedan en la manzana, si es cambio de 89€",89.00€,Otros,Apple
2024-06-20,NOTE 10 PLUS CAMBIO DE CRISTAL Y TAPA TRASERA 45€. 40€,45.00€,Tapa trasera,Samsung
2024-06-19,lenovo z6 pro cambio pantalla 89€ deja 45€ pagados 41€,89.00€,Cambio pantalla,Otras
