Fecha,Descripción,Mano de obra (€),Tipo,Marca
2025-08-20,"Redmi Note 11S cambio de pantalla, compatible 65€. Se 35€",65.00€,Cambio pantalla,Xiaomi/Redmi
2025-08-20,"IPHONE 13 PRO MAX cambio de pantalla compatible 145€, vi 49€",145.00€,Cambio pantalla,Apple
2025-08-20,redmi note 12 5g cambio pantalla comaptible 69€ 48€,69.00€,Cambio pantalla,Xiaomi/Redmi
2025-08-20,"a 22 5g cambio de pantalla compatible, presupues 37€",37.00€,Cambio pantalla,Samsung
2025-08-20,"iphone 12 mini cambio de pantalla 85€,entra sin dar i 45€",85.00€,Cambio pantalla,Apple
2025-08-19,"Huawei P Smart 2019 CAMBIO DE PANTALLA, PRESUPUESTO 55€. N 35€",55.00€,Cambio pantalla,Huawei/Honor
2025-08-19,m31 movil sin dar imagen no se pueden probar 30€,30.00€,Otros,Samsung
2025-08-19,"Redmi Note 11 cambio de pantalla oled, presupuesto 75€ 38€",75.00€,Cambio pantalla,Xiaomi/Redmi
2025-08-19,"poco x3 pro cambio de bateria, presupuesto 49€, TA 30€",49.00€,Cambio batería,Otras
2025-08-19,samsung a53 la tapa esta despegada. el cliente comen 89€,89.00€,Tapa trasera,Samsung
2025-08-19,"concord m20 bateria hinchada, pantalla despegada. re 15€",15.00€,Cambio batería,Otras
2025-08-19,"iphone 12 pro falla táctil parte de abajo, revisar y 49€",49.00€,Otros,Apple
2025-08-19,"SAMSUN G M30S cambipo de pantralla compatible oled , e 30€",30.00€,Otros,Otras
2025-08-19,huawei mate 20 lite cambio de pantalla compatible 55€ 37€,55.00€,Cambio pantalla,Huawei/Honor
2025-08-19,IPHONE XR CAMBIO PANTALLA COMPATIBLE 69€ 20€,69.00€,Cambio pantalla,Apple
2025-08-18,"motorola g 41 cambio de pantalla compatible, presupues 35€",35.00€,Cambio pantalla,Otras
2025-08-18,samsung galaxy a16 cambio de pantalla oled 75€ 30€,75.00€,Cambio pantalla,Samsung
2025-08-18,samsung a31 recuperar datos presupuesto 45€ si es 30€,45.00€,Otros,Samsung
2025-08-18,P SMART 2019 cambio conector 15€ 15€,15.00€,Puerto carga/conector,Otras
2025-08-18,galacy a 20e cambio conector de carga 49€ 15€,49.00€,Puerto carga/conector,Otras
2025-08-18,SAMSUNG S21 ULTRA Limpieza puerto de carga 15€ 15€,15.00€,Puerto carga/conector,Samsung
2025-08-18,Samsung Galaxy A2 Core si es conectar lcd 19€ no da imagen la 19€,19.00€,Otros,Samsung
2025-08-18,IPHONE 13 CAMBIO DE PANTALLA 89€ 49€,89.00€,Cambio pantalla,Apple
2025-08-18,tab a8 cambio pantalla compatible 69€ tiene e 30€,69.00€,Cambio pantalla,Otras
2025-08-18,SAMSUNG S25 CAMBIO PANTALLA SERVICE PACK 195€ AVIS 60€,195.00€,Cambio pantalla,Samsung
2025-08-14,"google pixel 6a bateria cambiar bateria presupuesto 69€, + lim 32€",69.00€,Cambio batería,Otras
2025-08-13,"oppo find x5 lite cambio de pantalla compatible 75€, si 35€",75.00€,Cambio pantalla,Oppo/Realme
2025-08-13,"Redmi Note 11S cambio de pantalla compatible, presupues 35€",35.00€,Cambio pantalla,Xiaomi/Redmi
2025-08-13,iphone 11 cambio pantalla comaptible 69€ 20€,69.00€,Cambio pantalla,Apple
2025-08-13,PIXEL 9 PRO CAMBIO PANTALLA SERVICE PACK 339€ PUED 108€,339.00€,Cambio pantalla,Otras
2025-08-13,IPHONE XR cambio pantalla comaptible 69€ 20€,69.00€,Cambio pantalla,Apple
2025-08-13,SASMUNG A13 limpieza conector 15€ 15€,15.00€,Puerto carga/conector,Otras
2025-08-13,iphone 6 plus cambio pantalla comaptible 45€. deja p 20€,45.00€,Cambio pantalla,Apple
2025-08-13,IPHONE 11 cambio bateria compatible 55€. esta ap 25€,55.00€,Cambio batería,Apple
2025-08-13,Samsung A70 Cambio de pantalla service pack 69€. M 39€,69.00€,Cambio pantalla,Samsung
2025-08-12,"S24 MANTENIMIENTO Y LIMPIEZA 15€, DEJA PAG 15€",15.00€,Limpieza,Samsung
2025-08-12,realme c51 cambio pantalla comaptible 50€ 37€,50.00€,Cambio pantalla,Oppo/Realme
2025-08-12,tablet aokwei no carga nada. si es cambio de conector 49€,49.00€,Puerto carga/conector,Otras
2025-08-12,HONOR MAGIC 5 LITE CAMBIO BATERIA SERVICE PACK 55€ 30€,55.00€,Cambio batería,Huawei/Honor
2025-08-12,teclast p80 pro cambio conector 39€ 39€,39.00€,Puerto carga/conector,Otras
2025-08-12,a32 5g cambio pantalla remanufacturada 75€ 30€,75.00€,Cambio pantalla,Samsung
2025-08-12,a30s no carga. 49€ si es cambio de conector 49€,49.00€,Puerto carga/conector,Samsung
2025-08-12,samsung a52s cambio pantalla service pack 109€ 39€,109.00€,Cambio pantalla,Samsung
2025-08-12,a14 cambio conector 49€ tapa rota 49€,49.00€,Puerto carga/conector,Samsung
2025-08-12,"samsung a33 sim 2014, cuando pone a cargar el telefo 15€",15.00€,Otros,Samsung
2025-08-12,note 12 pro 4g cambio pantalla service pack 105€ 33€,105.00€,Cambio pantalla,Samsung
2025-08-12,"redmi note 13 5g cambio de pantalla compatible, presupues 35€",35.00€,Cambio pantalla,Xiaomi/Redmi
2025-08-12,iphone 13 cambio ppantalla compatible 89€ 49€,89.00€,Cambio pantalla,Apple
2025-08-11,"mi 11t pro el telefono no carga, revisar si hay que 29€",29.00€,Otros,Xiaomi/Redmi
2025-08-11,alcatel cambio conector 39€ carcasa rota a la 39€,39.00€,Puerto carga/conector,Otras
2025-08-11,iphone º12 pro max cambio tapa trasera y bateria 139€. re 106€,139.00€,Cambio batería,Apple
2025-08-11,OPPO A74 cambio pantalla compatible 55€ boton h 40€,55.00€,Cambio pantalla,Oppo/Realme
2025-08-11,oppo a74 cambio pantalla compatible 55e no funcio 40€,40.00€,Cambio pantalla,Oppo/Realme
2025-08-11,SAMSUNG A13 CAMBIO BOTON ENCENDIDO 29E. TAPA PELADA 29€,29.00€,Tapa trasera,Samsung
2025-08-08,T510 SE HA DESPEGADO Y NO DA IMAHEN SI ES REC 35€,35.00€,Otros,Otras
2025-08-08,iphone º12 pro max cambio de pantalla compatible 89 € 49€,89.00€,Cambio pantalla,Apple
2025-08-08,"Galaxy S23 CAMBIO DE PANTALLA, PRESUPUESTO 189€ 69€",189.00€,Cambio pantalla,Otras
2025-08-08,"s9 plus REEMPLAZO DE BATERÍA SEVICE PACK 59€, 15€",59.00€,Cambio batería,Samsung
2025-08-08,cubot p30 cambio bateria compatible 45€. esta mu 30€,45.00€,Cambio batería,Huawei/Honor
2025-08-08,a71 no carga bien. 49€ si es cambio de bat 49€,49.00€,Otros,Samsung
2025-08-08,IPHONE 5 LA BATERIA ESTA HINCHADA Y LA PANTALLA M 20€,20.00€,Cambio batería,Apple
2025-08-07,samsung a53 telefono mojado 69€ sin garantia pieza 89€,69.00€,Mojado/humedad,Samsung
2025-08-07,"redmi note 8 cambio depantalla compatible , presupues 38€",38.00€,Cambio pantalla,Xiaomi/Redmi
2025-08-07,iphone 5 LIMPIEZA CONECTOR 15€ NO CARGA 15€,15.00€,Puerto carga/conector,Apple
2025-08-07,HUAWEI P30 pro cambio de bateria compatible presupuesto 36€,36.00€,Cambio batería,Huawei/Honor
2025-08-07,"Xiaomi Redmi Note 11 cambio de pantalla compatible, presupues 39€",39.00€,Cambio pantalla,Xiaomi/Redmi
2025-08-07,TCL 30SE CAMBIO PANTALLA COMAPTIBLE 55€ 37€,55.00€,Cambio pantalla,Otras
2025-08-07,iphone 12 no llega a iniciar . el conector esta ta 59€,59.00€,Puerto carga/conector,Apple
2025-08-07,TCL 30SE CAMBIO PANTALLA COMPATIBLE 55E 38€,38.00€,Cambio pantalla,Otras
2025-08-06,SAMSUNG A35 CAMBIO DE PANTALLA CON MARCO 109€ SIM1 40€,109.00€,Cambio pantalla,Samsung
2025-08-06,IPHONE 12 PRO MAX TELEFONO MOJADO EN AGUA DE MAR 75€ TRA 75€,75.00€,Mojado/humedad,Apple
2025-08-06,IPHONE 11 CAMBIO PANTALLA COMAPTIBLE 69€ TAPA MU 49€,69.00€,Cambio pantalla,Apple
2025-08-06,samsung A05 frp 49€ 49€,49.00€,FRP/desbloqueo,Samsung
2025-08-06,"SAMSUNG S25 cambio de pantalla , presupuesto 195€ 111€",195.00€,Cambio pantalla,Samsung
2025-08-05,mando ps5 cambio joystick magneticos 2 55€ 55€,55.00€,Otros,Otras
2025-08-05,samsunggalaxy note 8 cambio de rom android 15 y revisar puert 15€,15.00€,Otros,Samsung
2025-08-05,"samsung A05 frp, presupuesto 29€ con cuenta onorat 29€",29.00€,FRP/desbloqueo,Samsung
2025-08-05,honor 6 lite cambio pantalla compatible 99€ no func 42€,99.00€,Cambio pantalla,Huawei/Honor
2025-08-05,IPHONE 13 MINI VIENE CON LA PANTALLA VERDE Y UNA LINEA 0€,0.00€,Otros,Apple
2025-08-05,A35 CAMBIO PANTALLA SERVICE PACK 79€ CRIST 30€,79.00€,Cambio pantalla,Samsung
2025-08-05,iphone 11 cambio pantalla compatible 69€ 20€,69.00€,Cambio pantalla,Apple
2025-08-05,samsung a52 cambio pantalla service pack 99€ la ta 30€,99.00€,Cambio pantalla,Samsung
2025-08-05,Placas Soldar 15€,15.00€,Otros,Otras
2025-08-04,BLACK VIEW EL CLIENTE TRAE LA BATERÍA PARA REALIZA 39€,39.00€,Cambio batería,Otras
2025-08-04,"redmi note 9s no carga nada, 49€ si es conector. tap 29€",49.00€,Puerto carga/conector,Xiaomi/Redmi
2025-08-04,IPHONE 12 cambio de tapa trasera 90€ y pantalla 139€,90.00€,Cambio pantalla,Apple
2025-08-04,iphone se cambio pantalla compatible 45€ 20€,45.00€,Cambio pantalla,Apple
2025-08-04,tcl 20 se REALIZAR REEMPLAZO DE BATERÍA 29€ Y C 20€,29.00€,Cambio batería,Otras
2025-08-04,"REALME C 21 -Y CAMBIO DE PANTALLA, PRESUPUESTO 55€, A 37€",55.00€,Cambio pantalla,Oppo/Realme
2025-08-02,OPPO A9 2020 CAMBIO PANTALLA COMPATIBLE 55€ 37€,55.00€,Cambio pantalla,Oppo/Realme
2025-08-02,"a71 no carga , probar mantenimiento 15€ 49€",15.00€,Otros,Samsung
2025-08-02,REDMI NOTE 10 5G CAMBIO PANTALLA COMPATIBLE 55€ NO FUNC 38€,55.00€,Cambio pantalla,Xiaomi/Redmi
2025-08-02,VIVO V2419 RESTABLECER DE FABRICA. ESTA METIENDO SU 19€,19.00€,Otros,Otras
2025-08-02,"iphone 12 limpieza 15€, pdeja pagado 15€",15.00€,Limpieza,Apple
2025-08-02,iphone 13 el conector no funciona re realiza limpi 15€,15.00€,Puerto carga/conector,Apple
2025-08-02,moto g22 limpieza 15€ 15€,15.00€,Limpieza,Otras
2025-08-02,"NOTE 8 PRO CAMBIO DE PANTALLA COMPARTIBLE , PRESUPU 37€",37.00€,Cambio pantalla,Samsung
2025-08-01,"realme ui LIMPIEZA DE AURICULAR Y ALTAVOZ, PRESUPU 15€",15.00€,Limpieza,Oppo/Realme
2025-08-01,"SAMGUNG A25 CAMBIO DE PANTALLA COMPATIBLE, PRESUPUES 48€",48.00€,Cambio pantalla,Otras
2025-08-01,zte z2350 FRP 25€ 25€,25.00€,FRP/desbloqueo,Otras
2025-08-01,"iphone xs max cambiar puerto de carga , presupuesto ap 69€",69.00€,Puerto carga/conector,Apple
2025-08-01,IPHONE 15 PLUS REALIZAR REEMPLAZO DE BATERÍA 95€ Y T 230€,95.00€,Cambio batería,Apple
2025-08-01,S22 ULTRA REALIZAR REEMPLAZO DE PANTALLA SERVICE P 32€,32.00€,Otros,Samsung
2025-08-01,samsung s7 edge cambio pantalla comaptible 135€ cambio 67€,135.00€,Cambio pantalla,Samsung
2025-08-01,LED realizar soldadura 15 € 15€,15.00€,Otros,Otras
2025-07-31,redmi note 12 cambio pantalla compatible 69€ no func 39€,69.00€,Cambio pantalla,Xiaomi/Redmi
2025-07-31,oppo a54 REALIZAR REEMPLAZO DE PANTALLA COMAPTIBL 37€,37.00€,Otros,Oppo/Realme
2025-07-31,iphone 11 REALIZAR REEMPLAZO DE PANTALLA COMPATIBL 20€,20.00€,Otros,Apple
2025-07-31,oppo lo han metido en el microondas y no enci 69€,69.00€,Otros,Oppo/Realme
2025-07-31,ipad a2270 restablecer de fabrica. se quedara para 29€,29.00€,Otros,Otras
2025-07-31,lenovo tab p12 cambio pantalla comaptible 135€ poner 68€,135.00€,Cambio pantalla,Otras
2025-07-30,IPHONE 13 MINI CAMBIO PANTALLA COMAPTIBLE 89€ FALLA E 69€,89.00€,Cambio pantalla,Apple
2025-07-30,mi 10t lite 5g cambio pantalla comaptible 59e LA PANTAL 41€,41.00€,Cambio pantalla,Xiaomi/Redmi
2025-07-29,"REDMI 9T BATERIA HINCHADA, CAMBIO POR 39 EUROS. A 30€",30.00€,Cambio batería,Xiaomi/Redmi
2025-07-29,NOTE 20 ULTRA REVISAR PROBLEMAS DE COBERTURA INTERMITE 69€,69.00€,Otros,Samsung
2025-07-29,OPPO reno 7 4g CAMBIO PANTALLA COMPATIBLE.NO SE PUEDE V 38€,38.00€,Cambio pantalla,Oppo/Realme
2025-07-29,iphone xs limpieza conector 15€ no carga 15€,15.00€,Puerto carga/conector,Apple
2025-07-29,OPPO A16 REEMPLAZO DE PANTALLA COMPATIBLE 55€. 40€,55.00€,Otros,Oppo/Realme
2025-07-29,"REDMI NOTE 12 REEMPLAZO DE PANTALLA COMAPTIBLE, PRESUP 38€",38.00€,Otros,Xiaomi/Redmi
2025-07-28,MOTO G8 POWER LITE CAMBIO PANTALLA COMPATIBLE 55€. SE PID 38€,55.00€,Cambio pantalla,Otras
2025-07-28,NINTENDO SWITCH FUNCIONABA CORRECTAMENTE PERO UN DIA LO 89€,89.00€,Otros,Otras
2025-07-28,iphone 12 pro cambio bateria compatible 89€ queda le 69€,89.00€,Cambio batería,Apple
2025-07-28,iphone 12 pro max limpieza auricular altavoces y conector 15€,15.00€,Puerto carga/conector,Apple
2025-07-26,redmi 10c limpieza conecctor 15€ 15€,15.00€,Limpieza,Xiaomi/Redmi
2025-07-26,"IPHONE 11 PRO 256 GB REVISAR Y PONER A PUNTO PARA LA VENTA, T 30€",30.00€,Otros,Apple
2025-07-25,iphone 11 pro max bateria en reparacion 55€ bateria comp 20€,55.00€,Cambio batería,Apple
2025-07-25,ALTAVOZ JBL REVISAR Y DAR PRESUPUESTO PARA REEMPLAZO 49€,49.00€,Otros,Otras
2025-07-25,A15 5G CAMBIO PANTALLA COMPATIBLE 55€ 35€,55.00€,Cambio pantalla,Samsung
2025-07-25,IPHONE 11 CAMBIO PANTALLA COMPATIBLE 69€ 20€,69.00€,Cambio pantalla,Apple
2025-07-25,A32 5G REALIZAR REEMPLAZO DE PANTALLA COMPATIBL 40€,40.00€,Otros,Samsung
2025-07-25,SAMSUNG A13 CAMBIO PANTALLA COMPATIBLE 55€ 40€,55.00€,Cambio pantalla,Samsung
2025-07-25,"TV SAMSUNG T24C300EW NO ENCIENDE, REVISAR Y DAR PRESUPUESTO. 69€",69.00€,Otros,Samsung
2025-07-25,a12 REEMPLAZO DE PANTALLA COMAPTIBLE 55€. 40€,55.00€,Otros,Samsung
2025-07-24,REALME GT NEO 2 CAMBIO TAPA 29€ 25€,29.00€,Tapa trasera,Oppo/Realme
2025-07-24,iphone 12 pro cambio pantalla comaptible 85€. viene 49€,85.00€,Cambio pantalla,Apple
2025-07-24,A32 5G REALIZAR REEMPLAZO DE PANTALLA COMPATIBL 38€,38.00€,Otros,Samsung
2025-07-24,"S21 PLUS REALIZAR RESPALDO DE INFORMACION(FOTOS, 39€",39.00€,Otros,Samsung
2025-07-24,HONOR X8 REALIZAR REEMPLAZO DE PANTALLA COMPATIBL 37€,37.00€,Otros,Huawei/Honor
2025-07-24,mi a2 cambio bateria compatible 39€ avisar c 30€,39.00€,Cambio batería,Xiaomi/Redmi
2025-07-24,m22 5g FORMATEAR 29€. mikaelapiele30@gmail.c 29€,29.00€,Otros,Samsung
2025-07-24,redmi note 13 5g cambio cristal camara 29€ 27.91€,29.00€,Otros,Xiaomi/Redmi
2025-07-23,OPPO A96 CAMBIO PANTALLA COMPATIBLE 55€. TAPA R 37€,55.00€,Cambio pantalla,Oppo/Realme
2025-07-23,REDMI NOTE 12 PRO PLUS CAMBIO PANTALLA COMPATIBLE 75€. NO FUN 31€,75.00€,Cambio pantalla,Xiaomi/Redmi
2025-07-23,IPHONE 13 REALIZAR REEMPLAZO DE TAPA TRASERA 125€ 125€,125.00€,Tapa trasera,Apple
2025-07-23,IPHONE SE 2020 REALIZAR REEMPLAZO DE PANTALLA Y BATERÍ 40€,40.00€,Otros,Apple
2025-07-23,realme c51 REALIZAR CAMBIO DE PANTALLA COMPATIBLE 5 37€,37.00€,Cambio pantalla,Oppo/Realme
2025-07-23,iphone 13 cambio de tapa trasera 90 € 90€,90.00€,Tapa trasera,Apple
2025-07-23,tab a8 REALIZAR REEMPLAZO DE PANTALLA COMPATIBL 48€,48.00€,Otros,Otras
2025-07-23,POCO X3 REALIZAR REEMPLAZO DE PANTALLA COMPATIBL 37€,37.00€,Otros,Otras
2025-07-22,iphone 12 pro max cambio microfono 69€. camara trasera m 150€,69.00€,Otros,Apple
2025-07-22,REDMI NOTE 11 CAMBIO PANTALLA COMPATIBLE 59€ APROXIM 30€,59.00€,Cambio pantalla,Xiaomi/Redmi
2025-07-21,XIAOMI 12T CAMBIO PANTALLA SERVICE PACK 129€. LA 50€,129.00€,Cambio pantalla,Xiaomi/Redmi
2025-07-21,REDMI 9 CAMBIO PANTALLA COMAPTIBLE 55€ 38€,55.00€,Cambio pantalla,Xiaomi/Redmi
2025-07-21,switch REALIZAR INSTALACION DE MAGIA 79€ MAS 79€,79.00€,Otros,Otras
2025-07-21,s23 ultra cambio pantalla service pack 215€ sin 60€,215.00€,Cambio pantalla,Samsung
2025-07-19,OPPO FIND X5 LITE REALIZAR REEMPLAZO DE PANTALLA SERVICE P 74€,74.00€,Otros,Oppo/Realme
2025-07-19,IPHONE 15 PRO MAX CAMBIO PANTALLA COMPATIBLE + TAPA TRASER 239€,239.00€,Cambio pantalla,Apple
2025-07-19,SAMSUNG A35 LIMPIEZA COENCTOR Y AURICULAR 15€ 15€,15.00€,Limpieza,Samsung
2025-07-19,redmi 12 REEMPLAZO DE TAPA TRASERA 35€. 30€,35.00€,Tapa trasera,Xiaomi/Redmi
2025-07-18,"PORTATIL ACER VIENE SIN MOSTRAR IMAGEN LA PANTALLA, RE 19€",19.00€,Otros,Otras
2025-07-18,"IPHONE XS MAX NO VA EL TACTIL, SI FUERA RECONEXION 35 89€",89.00€,Otros,Apple
2025-07-18,IPHONE 11 LIMPIEZA CONECTOR 15€la pantqllq tiene 15€,15.00€,Puerto carga/conector,Apple
2025-07-18,"IPHONE 12 PRO MAX REALIZAR LIMPIEZA PUERTO DE CARGA, MICRO 15€",15.00€,Puerto carga/conector,Apple
2025-07-18,A72 REEMPLAZO DE TAPA TRASE 19€. TIENE MA 15€,19.00€,Tapa trasera,Samsung
2025-07-18,P30 LITE CAMBIO PANTALLA SERVICE PACK 69€. LA P 39€,69.00€,Cambio pantalla,Huawei/Honor
2025-07-18,S21 ULTRA CAMBIO PANTALLA SERVICE PACK 235€ 40€,235.00€,Cambio pantalla,Samsung
2025-07-18,zebra c26 CAMBIO DE PANTALLA AVISAR CUANDO LLEGUE 39€,39.00€,Cambio pantalla,Otras
2025-07-18,A32 5G REALIZAR REEMPLAZO DE PANTALLA COMAPTIBL 38€,38.00€,Otros,Samsung
2025-07-18,reg magix 7s pro limpieza conector 15€ 15€,15.00€,Puerto carga/conector,Otras
2025-07-18,poco x3 cambio pantalla compatible 59€. marcos 38€,59.00€,Cambio pantalla,Otras
2025-07-18,s21 plus REEMPLAZO DE PANTALLA COMPATIBLE 135€. 30€,135.00€,Otros,Samsung
2025-07-18,IPHONE 13 MINI REALIZAR REEMPLAZO DE BATERÍA SERVICE P 50€,50.00€,Cambio batería,Apple
2025-07-17,s23 ultra cambio pantalla service pack 219€. no 64€,219.00€,Cambio pantalla,Samsung
2025-07-17,REDMI NOTE 12S REALIZAR REEMPLAZO DE PANTALLA COMPATIBL 38€,38.00€,Otros,Xiaomi/Redmi
2025-07-16,SAMSUNG A12 REALIZAR REEMPLAZO DE PANTALLA COMAPTIBL 48€,48.00€,Otros,Samsung
2025-07-16,"REALME 7 PRO REALIZAR LIMPIEZA PUERTO DE CARGA, MICRO 19€",19.00€,Puerto carga/conector,Oppo/Realme
2025-07-16,A22 5G PROBLEMA CON EL PULSADOR DEL BOTON DE EN 35€,35.00€,Otros,Samsung
2025-07-16,"IPAD A2197 FALLO AL CARGAR, LA CLAVIJA ESTA BASTANT 69€",69.00€,Otros,Otras
2025-07-16,IPHONE 12 REALIZAR MATENIMIENTO DE MOJADO 69€. 110€,69.00€,Mojado/humedad,Apple
2025-07-16,OPPO A96 REALIZAR REEMPLAZO DE PANTALLA COMPATIBL 38€,38.00€,Otros,Oppo/Realme
2025-07-16,REALME C53 REEMPLAZO DE PANTALLA COMPATIBLE 55€. 39.12€,55.00€,Otros,Oppo/Realme
2025-07-16,IPHONE 11 CAMBIO PANTALLA COMPATIBLE 69€.PIEZA D 20€,69.00€,Cambio pantalla,Apple
2025-07-16,"IPHONE 14 LIMPIEZA COMPLETA AURICULAR, CONECTOR Y 19€",19.00€,Puerto carga/conector,Apple
2025-07-15,OPPO REALIZAR LIMPIEZA PUERTO DE CARGA 15€. 15€,15.00€,Puerto carga/conector,Oppo/Realme
2025-07-15,REALME C30 REALIZAR REEMPLAZO DE PANTALLA COMAPTIBL 37€,37.00€,Otros,Oppo/Realme
2025-07-15,"IPHONE 14 REALIZAR LIMPIEZA EN EL AURICULAR, MICRO 19€",19.00€,Limpieza,Apple
2025-07-15,"IPHONE 13 PRO MAX PANTALLA EN BLANCO, VER SI ES RECONEXION 70€",70.00€,Otros,Apple
2025-07-15,OUTKITEL EL MICROFONO NO FUNCIONA. SI HAY QUE CAM 69€,69.00€,Otros,Otras
2025-07-15,"samsung watch 4 40mm no da imagen, cambio pantalla compatible 30€",30.00€,Cambio pantalla,Samsung
2025-07-15,IPAD A2602 REALIZAR REEMPLAZO DE PANTALLA PRESUPUES 65€,65.00€,Otros,Otras
2025-07-15,"IPHONE 11 CAMBIO PANTALLA 69 EUROS, PARA LAS 2 20€",20.00€,Cambio pantalla,Apple
2025-07-15,IPHONE XS MAX REALIZAR REEMPLAZO DE BATERÍA COMPATIBL 39€,39.00€,Cambio batería,Apple
2025-07-15,NOTE 20 ULTRA CAMBIO DE PANTALLA Y TAPA 239 € COLOR 59€,239.00€,Cambio pantalla,Samsung
2025-07-14,REDMI NOTE 13 4G CAMBIO PANTALLA SERVICE PACK 99 EUROS. C 39€,39.00€,Cambio pantalla,Xiaomi/Redmi
2025-07-14,VIVO Y11S REALIZAR CAMBIO DE PANTALLA COMPATIBLE 5 32.01€,32.01€,Cambio pantalla,Otras
2025-07-14,SAMSUNG A15 CAMBIO DE PANTALLA SERVICE PACK 69 € 34€,69.00€,Cambio pantalla,Samsung
2025-07-14,"BLACKVIEW SHARK 9 PUERTO TAPONADO, LIMPIEZA 15 EUROS 15 MI 15€",15.00€,Puerto carga/conector,Xiaomi/Redmi
2025-07-14,"REDMI NOTE 13 LIMPIEZA PUERTO DE CARGA, ESTA TAPONADO 15€",15.00€,Puerto carga/conector,Xiaomi/Redmi
2025-07-14,A22 5G CAMBIO PANTALLA COMPATIBLE + BATERIA 69€ 44.51€,69.00€,Cambio pantalla,Samsung
2025-07-14,IPHONE SE 2020 CAMBIO BATERIA 55 EUROS. LA DEL CLIENTE 35.5€,35.50€,Cambio batería,Apple
2025-07-14,IPHONE 11 CAMBIO TAPA TRASERA 60 EUROS Y CRISTAL C 60€,60.00€,Tapa trasera,Apple
2025-07-14,"IPHONE 11 CAMBIO PANTALLA 69 EUROS, GARANTIAL SOLO 47.91€",47.91€,Cambio pantalla,Apple
2025-07-14,REDMI NOTE 9 CLIENTE YA CAMBIO LA PANTALLA PERO LE FA 45€,45.00€,Cambio pantalla,Xiaomi/Redmi
2025-07-14,S23 ULTRA CAMBIO DE PANTALLA SERVICE PACK SIN MARC 59.62€,59.62€,Cambio pantalla,Samsung
2025-07-14,"SAMSUNG A52S FALLO AL CARGAR, CABLE CARGA BIEN SOLO P 49€",49.00€,Otros,Samsung
2025-07-14,"IPHONE SE PASAR DATOS DE IPHONE SE A IPHONE 13, SE 25€",25.00€,Otros,Apple
2025-07-14,iphone 13 REALIZAR REEMPLAZO DE PUERTO DE CARGA 65 15€,15.00€,Puerto carga/conector,Apple
2025-07-14,IPHONE 11 REALIZAR REEMPLAZO DE BATERÍA COMPATIBL 20€,20.00€,Cambio batería,Apple
2025-07-12,"asus tuf dash PROBLEMA PARA CONECTARSE AL WIFI, REVISA 29€",29.00€,Otros,Otras
2025-07-12,IPAD A1893 REALIZAR REEMPLAZO DE BATERÍA COMPATIBL 53€,53.00€,Cambio batería,Otras
2025-07-12,"REDMI 9C CAMBIO PANTALLA 55 EUROS, CLIENTE VIENE 26.1€",26.10€,Cambio pantalla,Xiaomi/Redmi
2025-07-11,A34 REALIZAR LIMPIEZA PUERTO DE CARGA 15€. 15€,15.00€,Puerto carga/conector,Samsung
2025-07-11,S22 PLUS REALIZAR MANTENIMIENTO DE MOJADO 79€. 129€,79.00€,Mojado/humedad,Samsung
2025-07-11,"TCL 40 NXTPAPER cambio de pantalla compatible 59€, da 37€",59.00€,Cambio pantalla,Otras
2025-07-11,IPHONE 8 PLUS CAMBIO PANTALLA COMPATIBLE 45€ AVISAR 20€,45.00€,Cambio pantalla,Apple
2025-07-11,IPHONE 11 PRO MAX REALIZAR REEMPLAZO DE PANTALLA COMAPTIBL 20€,20.00€,Otros,Apple
2025-07-11,IPHONE 13 REALIZAR REMONTAJE Y LIMPIEZA CAMARA FRO 35€,35.00€,Limpieza,Apple
2025-07-11,TECNO SPARK REALIZAR REEMPLAZO DE PANTALLA COMPATIBL 37€,37.00€,Otros,Otras
2025-07-11,OPPO A16 CAMBIO PANTALLA 55 EUROS. SI ESTA HOY A 38€,38.00€,Cambio pantalla,Oppo/Realme
2025-07-11,"REDMI 13C NO FUNCIONA EL ALTAVOZ, PUEDE QUE SE HAY 49€",49.00€,Otros,Xiaomi/Redmi
2025-07-11,s21 plus REALIZAR REEMPLAZO DE PANTALLA 159€ Y 37€,159.00€,Otros,Samsung
2025-07-10,PORTATIL HP REVISAR POR QUE NO ENCIENDE NI CARGA COR 89€,89.00€,Otros,Otras
2025-07-10,SAMSUNG TAB A7 T505 CAMBIO PANTALLA COMPATIBLE 65 EUROS 45€,45.00€,Cambio pantalla,Samsung
2025-07-10,IPHONE 11 REALIZAR REEMPLAZO DE PANTALLA COMAPTIBL 75€,75.00€,Otros,Apple
2025-07-10,"SAMSUNG S22+ 5G FALLO AL CARGAR, ESCUCHA EL AURICULAR Y 19€",19.00€,Otros,Samsung
2025-07-09,pixel 6 REALIZAR REEMPLAZO DE BATERÍA SERVICE P 39€,39.00€,Cambio batería,Otras
2025-07-09,XIAOMI MI 11T EL MOVIL SE APAGA Y REINICIA ALEATORIAME 30€,30.00€,Otros,Xiaomi/Redmi
2025-07-09,redmi note 9 REEMPLAZO DE PANTALLA COMPATIBLE 55€. 38€,55.00€,Otros,Xiaomi/Redmi
2025-07-09,IPHONE 8+ CAMBIO PANTALLA 45 EUROS. PENDIENTE DAR 20€,20.00€,Cambio pantalla,Apple
2025-07-09,IPHONE 14 REEMPLAZO DE BATERÍA COMPATIBLE SIN MEN 74€,74.00€,Cambio batería,Apple
